4.901399999999999864e+02 4.989700000000000273e+02 5.005000000000000000e+02 4.901399999999999864e+02 4.909313754533680481e+02 4.941824060200366375e+02 4.947734555866940696e+02 4.885316299692051416e+02
5.003000000000000114e+02 4.969499999999999886e+02 5.025000000000000000e+02 4.960099999999999909e+02 4.924718115431866181e+02 4.871767329217266251e+02 4.937870983841323778e+02 4.853264749731204120e+02
4.968999999999999773e+02 4.961999999999999886e+02 5.000199999999999818e+02 4.960000000000000000e+02 4.876117300487307489e+02 4.976391290997075316e+02 4.966080162097852053e+02 4.889755860479605190e+02
4.959399999999999977e+02 4.987699999999999818e+02 5.005799999999999841e+02 4.928799999999999955e+02 4.974798725838579116e+02 5.017384650669592929e+02 5.036473747514993988e+02 4.944132964244244590e+02
4.968999999999999773e+02 4.999300000000000068e+02 5.001800000000000068e+02 4.958000000000000114e+02 5.022634682004443789e+02 4.944735412883439380e+02 5.025896232578717218e+02 4.938663500967467144e+02
5.003100000000000023e+02 5.072400000000000091e+02 5.081999999999999886e+02 5.003000000000000114e+02 4.929938095780432263e+02 4.968003172343264850e+02 4.986189420051487105e+02 4.895897295277700323e+02
5.066899999999999977e+02 5.092900000000000205e+02 5.100000000000000000e+02 5.036000000000000227e+02 4.945045619698604469e+02 4.975365266395606341e+02 5.005642289432576035e+02 4.931288897110562175e+02
5.089200000000000159e+02 5.082099999999999795e+02 5.110299999999999727e+02 5.060699999999999932e+02 4.981125851960813407e+02 5.022524209099364043e+02 5.065520737918651548e+02 4.951963072436236075e+02
5.071999999999999886e+02 5.184600000000000364e+02 5.202000000000000455e+02 5.071499999999999773e+02 5.014015774732350792e+02 5.071154869907661578e+02 5.107963313056453671e+02 4.980430488187880655e+02
5.160000000000000000e+02 5.176399999999999864e+02 5.258799999999999955e+02 5.155000000000000000e+02 5.089953408931179979e+02 5.036624437765791527e+02 5.104413010555549022e+02 5.026185137807083834e+02
5.003100000000000023e+02 5.072400000000000091e+02 5.081999999999999886e+02 5.003000000000000114e+02 4.984787289593150490e+02 4.994754960816007952e+02 5.012018616808960587e+02 4.949553456749911220e+02
5.066899999999999977e+02 5.092900000000000205e+02 5.100000000000000000e+02 5.036000000000000227e+02 4.981929793782597358e+02 4.920624408554999718e+02 4.990435774385470040e+02 4.909135073649773631e+02
5.089200000000000159e+02 5.082099999999999795e+02 5.110299999999999727e+02 5.060699999999999932e+02 4.926221561879492583e+02 5.018410309645083203e+02 5.014334460313807540e+02 4.929933458382120079e+02
5.071999999999999886e+02 5.184600000000000364e+02 5.202000000000000455e+02 5.071499999999999773e+02 5.014574451818826333e+02 5.028259327896775517e+02 5.063554168845454342e+02 4.970797355331808376e+02
5.160000000000000000e+02 5.176399999999999864e+02 5.258799999999999955e+02 5.155000000000000000e+02 5.038050830809915510e+02 4.959791745719196001e+02 5.032143298248789165e+02 4.957492167796921194e+02
5.245399999999999636e+02 5.277699999999999818e+02 5.355499999999999545e+02 5.201000000000000227e+02 4.950546493238176708e+02 4.987081434384107865e+02 5.009680934659156151e+02 4.918348619474736552e+02
5.270499999999999545e+02 5.400599999999999454e+02 5.404900000000000091e+02 5.270099999999999909e+02 4.968044194749852522e+02 4.991821875645277373e+02 5.023672363154196887e+02 4.950523016571556241e+02
5.381000000000000227e+02 5.455399999999999636e+02 5.512500000000000000e+02 5.381000000000000227e+02 5.006898058493258645e+02 5.035913616764055973e+02 5.080916669742669569e+02 4.977793671835604528e+02
5.450000000000000000e+02 5.440900000000000318e+02 5.475000000000000000e+02 5.401799999999999500e+02 5.036499735223814014e+02 5.071586736443140353e+02 5.120121200168854330e+02 4.999708604913030285e+02
5.450000000000000000e+02 5.561499999999999773e+02 5.566000000000000227e+02 5.420099999999999909e+02 5.092002486158928605e+02 5.038843591226589638e+02 5.093524792016385163e+02 5.032609204277970321e+02
5.245399999999999636e+02 5.277699999999999818e+02 5.355499999999999545e+02 5.201000000000000227e+02 5.173464060918371388e+02 5.185307347552029569e+02 5.205961679165465057e+02 5.127856866299630383e+02
5.270499999999999545e+02 5.400599999999999454e+02 5.404900000000000091e+02 5.270099999999999909e+02 5.164819740820258858e+02 5.095426299138887316e+02 5.175216814549980882e+02 5.079451475275577650e+02
5.381000000000000227e+02 5.455399999999999636e+02 5.512500000000000000e+02 5.381000000000000227e+02 5.098185774805925803e+02 5.192141102393570691e+02 5.200099494652037038e+02 5.091443721039770480e+02
5.450000000000000000e+02 5.440900000000000318e+02 5.475000000000000000e+02 5.401799999999999500e+02 5.184015507943893226e+02 5.176332028258677838e+02 5.225599120610221462e+02 5.123436996661303056e+02
5.450000000000000000e+02 5.561499999999999773e+02 5.566000000000000227e+02 5.420099999999999909e+02 5.175598730702381545e+02 5.121977904631910405e+02 5.190295232795256197e+02 5.102772268744689086e+02
5.599900000000000091e+02 5.606900000000000546e+02 5.666599999999999682e+02 5.558700000000000045e+02 5.110154791619893331e+02 5.153950180461622494e+02 5.179198382032587915e+02 5.072510650121192270e+02
5.609700000000000273e+02 5.567300000000000182e+02 5.609700000000000273e+02 5.540000000000000000e+02 5.134468339717883509e+02 5.174529239148833994e+02 5.206054072495671790e+02 5.115478827048376615e+02
5.542000000000000455e+02 5.607200000000000273e+02 5.625900000000000318e+02 5.542000000000000455e+02 5.183149606568217678e+02 5.221102763854760269e+02 5.268900544640985117e+02 5.150747281421832895e+02
5.610000000000000000e+02 5.826000000000000227e+02 5.851499999999999773e+02 5.607200000000000273e+02 5.217269235140315686e+02 5.258103733190182538e+02 5.306212677622002047e+02 5.178191613312610571e+02
